Sent_ID,Word_ID,Word,frequency,length,surprisal,role
5,30,County,5.19,6,2.7275953116806964,content
5,31,Cork,3.71,4,0.3196400755875816,content
5,32,Ireland,4.66,7,0.29463242229092235,content
6,0,in,7.27,2,8.825236070437956,function
6,1,the,7.73,3,2.4613166371416204,function
6,2,years,5.96,5,16.602264025230024,content
6,3,between,5.77,7,4.384440397701615,function
6,4,the,7.73,3,2.502174211541796,function
6,5,wars,4.59,4,5.3650221833058325,content
6,6,Henry,4.74,5,11.349952391993643,content
6,7,Ford,4.5,4,1.8907194774150282,content
6,8,supported,4.68,9,12.39816050763953,content
6,9,Adolf,3.37,5,4.694394410392603,content
6,10,Hitlers,2.2,7,5.8001025175973595,content
6,11,Nazi,4.28,4,2.1682692069610496,content
6,12,regime,4.3,6,3.9899534724585397,content
7,0,there,6.31,5,13.874668713549328,function
7,1,is,7.07,2,1.3250534042539748,function
7,2,also,6.19,4,5.990565736191281,content
7,3,some,6.2,4,4.939539856793658,function
7,4,evidence,5.14,8,7.912280614875409,content
7,5,that,7.01,4,0.7523429217135805,function
7,6,Henry,4.74,5,14.810166279125765,content
7,7,Ford,4.5,4,4.077304148762363,content
7,8,gave,5.25,4,9.174638775653252,content
7,9,Adolf,3.37,5,11.744439317236719,content
7,10,Hitler,4.16,6,0.04847434204158779,content
7,11,direct,4.91,6,11.361223447000587,content
7,12,financial,5.08,9,0.9009799596176681,content
7,13,backing,4.23,7,6.379417133930885,content
7,14,when,6.37,4,6.587931651559368,function
7,15,Hitler,4.16,6,3.150259874441135,content
7,16,was,6.82,3,1.1264010597565686,function
7,17,first,6.11,5,3.060091434385575,content
7,18,starting,5.07,8,2.2795708751546315,content
7,19,out,6.38,3,0.6653444658787236,function
7,20,in,7.27,2,2.434547881500126,function
7,21,politics,4.87,8,1.9160793511806546,content
8,0,this,6.82,4,13.852126603535439,function
8,1,can,6.46,3,7.782663482295541,function
8,2,in,7.27,2,11.642999822174213,function
8,3,part,5.78,4,6.086369703750314,content
8,4,be,6.79,2,0.5593261047196469,function
8,5,traced,3.8,6,7.055680434347587,content
8,6,to,7.43,2,1.1552831382118653,function
8,7,statements,4.51,10,14.765082059097985,content
8,8,from,6.63,4,5.325573490781525,function
8,9,Kurt,3.88,4,14.066276648667394,content
8,10,Ludecke,0.0,7,15.11131478009258,content
8,11,Germanys,1.79,8,13.15895672060832,content
8,12,representative,4.57,14,6.830259334208686,content
8,13,to,7.43,2,1.6695250229037322,function
8,14,the,7.73,3,0.4737365307606582,function
8,15,US,6.04,2,6.18780919881282,content
8,16,in,7.27,2,2.600795942852565,function
8,17,the,7.73,3,1.3567532464610077,function
8,18,1920s,2.23,5,3.383330762890414,content
8,19,and,7.41,3,2.3655126695825874,function
8,20,Winifred,2.75,8,18.402771035030874,content
8,21,Wagner,3.71,6,0.6952832057409214,content
8,22,daughterinlaw,0.0,13,7.803268379730112,content
8,23,of,7.4,2,0.2933996506495377,function
8,24,Richard,4.79,7,1.2362938460742827,content
8,25,Wagner,3.71,6,0.03616863940705211,content
8,26,who,6.34,3,1.624440802875952,function
8,27,said,6.01,4,5.979294681184337,content
8,28,they,6.5,4,4.2830009026391105,function
8,29,requested,4.33,9,15.475158524535521,content
8,30,funds,4.74,5,8.120795132503892,content
8,31,from,6.63,4,1.0770901941011841,function
8,32,Ford,4.5,4,8.109524077496946,content
8,33,to,7.43,2,1.6977026604210947,function
8,34,aid,4.75,3,5.576354464686052,content
8,35,the,7.73,3,1.7498312898282153,function
8,36,National,5.51,8,3.434854013366497,content
8,37,Socialist,4.22,9,1.1271055006945028,content
8,38,movement,4.97,8,3.158713165696344,content
8,39,in,7.27,2,1.7103825973039077,function
8,40,Germany,4.9,7,0.5244562782919108,content
9,0,although,5.3,8,17.920977461042593,content
9,1,Ford,4.5,4,17.503948425785627,content
9,2,is,7.07,2,2.8022660511017072,function
9,3,often,5.41,5,6.435772408965611,content
9,4,credited,3.88,8,3.1446243469376625,content
9,5,with,6.85,4,0.5089585776573614,function
9,6,the,7.73,3,1.7526490535799517,function
9,7,idea,5.36,4,5.367839947057569,content
9,8,contemporary,4.49,12,15.711850679681367,content
9,9,sources,4.84,7,5.032526060600954,content
9,10,indicate,4.35,8,2.6613778635148946,content
9,11,that,7.01,4,0.3587365476429222,function
9,12,the,7.73,3,1.7920977461042593,function
9,13,concept,4.77,7,3.1164467094203,content
9,14,and,7.41,3,6.926063301767719,function
9,15,its,6.14,3,4.3083607764047365,function
9,16,development,5.31,11,3.525022453422057,content
9,17,came,5.5,4,5.055068170614844,content
9,18,from,6.63,4,0.373001476636087,function
9,19,employees,4.81,9,9.884715241090788,content
9,20,Clarence,3.71,8,13.942295043590999,content
9,21,Avery,3.6,5,1.3356200183229856,content
9,22,Peter,4.88,5,11.778252482257553,content
9,23,E,5.28,1,1.6061253384896663,content
9,24,Martin,4.74,6,5.427012985844031,content
9,25,Charles,4.77,7,6.689371146621873,content
9,26,E,5.28,1,0.7960182598654926,content
9,27,Sorensen,2.7,8,0.5606434918252561,content
9,28,and,7.41,3,0.6054669861543281,function
9,29,CH,3.95,2,23.78192606465401,content
10,0,henry,4.74,5,21.51644400825806,content
10,1,Ford,4.5,4,7.574148964667058,content
10,2,advocated,3.6,9,14.145174033716009,content
10,3,longtime,3.73,8,20.19773057244549,content
10,4,associate,4.39,9,10.47081010145193,content
10,5,Harry,4.72,5,6.954240939285081,content
10,6,Bennett,4.03,7,1.6103519841172707,content
10,7,to,7.43,2,2.407779125858631,function
10,8,take,5.92,4,4.328085122666891,content
10,9,the,7.73,3,4.142112715052297,function
10,10,spot,4.89,4,8.239141210076815,content
11,0,edsels,0.0,6,34.17383878105732,content
11,1,widow,4.08,5,19.115709291778767,content
11,2,Eleanor,3.81,7,13.254760688167352,content
11,3,who,6.34,3,8.881591345472682,function
11,4,had,6.33,3,3.2742414795175305,function
11,5,inherited,3.91,9,5.235405050725965,content
11,6,Edsels,0.0,6,8.181371549721394,content
11,7,voting,4.62,6,16.20777709998695,content
11,8,stock,4.93,5,1.4455128046406998,content
11,9,wanted,5.36,6,8.447655727705298,content
11,10,her,6.3,3,5.489003788382228,function
11,11,son,5.28,3,2.3204284495548073,content
11,12,Henry,4.74,5,6.153996033791985,content
11,13,Ford,4.5,4,1.5624500003377544,content
11,14,II,5.02,2,0.6741499776028994,content
11,15,to,7.43,2,0.2491959817941752,function
11,16,take,5.92,4,2.5712094234593343,content
11,17,over,6.08,4,0.8580090624036901,function
11,18,the,7.73,3,0.9869217540456239,function
11,19,position,5.21,8,8.1602438250282,content
12,0,in,7.27,2,8.825236070437956,function
12,1,1879,3.56,4,22.50829684886922,content
12,2,he,6.69,2,7.551606854653168,function
12,3,left,5.62,4,7.4276252495767725,content
12,4,home,5.81,4,4.807104960462054,content
12,5,for,7.01,3,3.1220822369237724,function
12,6,the,7.73,3,1.8625418398976656,function
12,7,nearby,4.55,6,10.121407396236634,content
12,8,city,5.61,4,2.1584070338299726,content
12,9,of,7.4,2,0.38145476789129573,function
12,10,Detroit,4.35,7,8.239141210076815,content
12,11,to,7.43,2,2.492312038410719,function
12,12,work,5.96,4,2.3767837245895325,content
12,13,as,6.77,2,1.4736904421580623,function
12,14,an,6.53,2,2.448636700258807,function
12,15,apprentice,3.7,10,1.1573964610256675,content
12,16,machinist,2.75,9,3.6870163519227543,content
12,17,first,6.11,5,13.502723898320143,content
12,18,with,6.85,4,4.9536286755523395,function
12,19,James,5.11,5,4.869095763000252,content
12,20,F,5.08,1,0.4705665465399549,content
12,21,Flower,4.42,6,11.800794592271444,content
12,22,Bros,4.08,4,15.892187559792488,content
12,23,and,7.41,3,1.1045633906806127,function
12,24,later,5.49,5,2.096416231291775,content
12,25,with,6.85,4,0.41562015338109787,function
12,26,the,7.73,3,1.1341499100738432,function
12,27,Detroit,4.35,7,0.6410412535199984,content
12,28,Dry,4.74,3,0.12283688855225244,content
12,29,Dock,3.99,4,0.10848390444184589,content
12,30,Co,5.21,2,0.8241958973828551,content
13,0,alexander,4.4,9,22.918281474746845,content
13,1,Rae,3.48,3,21.741865108396958,content
13,2,Baldwin,3.79,7,9.445144095819932,content
13,3,III,4.63,3,3.4968448159046948,content
13,4,born,5.09,4,4.914179983028032,content
13,5,April,5.19,5,0.6054669861543281,content
13,6,3,5.91,1,0.3220175637531091,content
13,7,1958,4.21,4,1.2922969006400407,content
13,8,in,7.27,2,4.49433318401933,function
13,9,Massapequa,1.95,10,1.2937828307434955,content
13,10,Long,5.81,4,2.864256853639905,content
13,11,Island,5.01,6,0.02097913168284885,content
13,12,New,6.25,3,0.1573544945110216,content
13,13,York,5.37,4,0.01959226358629116,content
13,14,USA,4.79,3,4.03503769248632,content
13,15,is,7.07,2,0.5167074279746361,function
13,16,an,6.53,2,0.22647776154580163,function
13,17,American,5.49,8,0.14212095922819745,content
13,18,actor,4.65,5,0.20587286411123026,content
13,19,who,6.34,3,6.988054104305917,function
13,20,is,7.07,2,2.5740271872110707,function
13,21,the,7.73,3,3.55320009093942,function
13,22,oldest,4.24,6,3.2516993695036405,content
13,23,and,7.41,3,6.6104737615732585,function
13,24,best,5.84,4,1.899172768670237,content
13,25,known,5.39,5,0.7305052526376246,content
13,26,of,7.4,2,0.20340732082846102,function
13,27,the,7.73,3,0.12803214046951616,function
13,28,Baldwin,3.79,7,0.505788593436658,content
13,29,brothers,4.69,8,0.0834762511451866,content
13,30,with,6.85,4,7.517793689632333,function
13,31,brothers,4.69,8,4.559141750309263,content
13,32,Daniel,4.62,6,0.9178865421280856,content
13,33,Stephen,4.5,7,2.6275646984940595,content
13,34,and,7.41,3,0.3196400755875816,function
13,35,William,4.88,7,0.03066519457944223,content
14,0,he,6.69,2,16.196506044980005,function
14,1,is,7.07,2,3.6067376022224087,function
14,2,of,7.4,2,9.884715241090788,function
14,3,three,5.78,5,10.730044366611665,content
14,4,quarters,4.23,8,9.050657170576857,content
14,5,Irish,4.54,5,6.25543552885449,content
14,6,and,7.41,3,1.228544995757008,function
14,7,one,6.47,3,0.7967227008034266,content
14,8,quarter,4.72,7,0.056619440386450406,content
14,9,French,5.09,6,4.01249558247243,content
14,10,descent,3.93,7,5.2213162319672834,content
15,0,baldwin,3.79,7,27.7606084821056,content
15,1,has,6.37,3,5.4608261508648654,function
15,2,appeared,4.83,8,9.907257351104679,content
15,3,in,7.27,2,0.44696777511916375,function
15,4,movies,4.79,6,5.06633922562179,content
15,5,such,5.84,4,3.0121894506060585,function
15,6,as,6.77,2,0.03616863940705211,function
15,7,The,7.73,3,5.717242652272865,function
15,8,Cooler,3.96,6,9.986154736153294,content
15,9,The,7.73,3,3.874425158637353,function
15,10,Hunt,4.49,4,8.351851760146266,content
15,11,for,7.01,3,1.327871168005711,function
15,12,Red,5.32,3,0.26909643829081253,content
15,13,October,5.11,7,0.062034830096818525,content
15,14,Beetlejuice,2.43,11,14.394248939723976,content
15,15,Ghosts,3.88,6,8.8365071254449,content
15,16,of,7.4,2,0.14722815602821943,function
15,17,Mississippi,4.19,11,0.7083153630927015,content
15,18,Talk,5.42,4,13.435097568278472,content
15,19,Radio,5.01,5,0.6322357417958226,content
15,20,Final,5.28,5,11.158344456875577,content
15,21,Fantasy,4.52,7,4.58450162407489,content
15,22,The,7.73,3,1.4180396080612712,function
15,23,Spirits,4.16,7,11.000549686778346,content
15,24,Within,5.44,6,0.025139735972521917,content
15,25,voice,5.07,5,14.280426693799349,content
15,26,The,7.73,3,4.415435798970714,function
15,27,Cat,4.78,3,6.469585573986445,content
15,28,in,7.27,2,0.4818376015468999,function
15,29,the,7.73,3,0.08611790466243935,function
15,30,Hat,4.53,3,0.04303693855190924,content
15,31,Pearl,4.14,5,13.142050138097902,content
15,32,Harbor,4.15,6,0.1201952350349997,content
15,33,Thomas,4.84,6,12.0149446374034,content
15,34,and,7.41,3,0.7974271417413606,function
15,35,the,7.73,3,0.1761982896007578,function
15,36,Magic,4.76,5,0.012624902434537056,content
15,37,Railroad,4.32,8,0.03066519457944223,content
15,38,Along,5.38,5,10.239753473809557,content
15,39,Came,5.5,4,0.406110200718988,content
15,40,Polly,3.4,5,2.041469838132918,content
15,41,The,7.73,3,2.2020823719818847,function
15,42,SpongeBob,3.23,9,6.180412568964512,content
15,43,SquarePants,2.64,11,0.09139570825211722,content
15,44,Movie,5.16,5,0.014022777420749965,content
15,45,and,7.41,3,3.5391112721807385,function
15,46,The,7.73,3,2.2457577101337964,function
15,47,Aviator,2.97,7,6.382232145960208,content
16,0,when,6.37,4,11.642999822174213,function
16,1,Baldwin,3.79,7,21.933473043515022,content
16,2,was,6.82,3,2.3457883233204337,function
16,3,young,5.43,5,4.7394786304203835,content
16,4,he,6.69,2,1.5920365197309851,function
16,5,had,6.33,3,3.578559964705046,function
16,6,a,7.36,1,1.229953877632876,function
16,7,job,5.5,3,7.230381786955235,content
16,8,as,6.77,2,1.965390216836039,function
16,9,a,7.36,1,0.20587286411123026,function
16,10,busboy,2.03,6,9.049248288700989,content
16,11,at,6.7,2,2.5064008571694005,function
16,12,famous,4.84,6,15.418803249500797,content
16,13,New,6.25,3,4.530964112791901,content
16,14,York,5.37,4,0.2668070052425268,content
16,15,City,5.61,4,2.2908419301615766,content
16,16,disco,3.78,5,12.691207937820101,content
16,17,Studio,4.66,6,3.1220822369237724,content
16,18,54,4.73,2,0.1281642231453788,content
17,0,he,6.69,2,16.196506044980005,function
17,1,was,6.82,3,4.0913929675210445,function
17,2,married,5.03,7,8.622357080312945,content
17,3,to,7.43,2,0.910842132748745,function
17,4,actress,4.45,7,12.57849738775065,content
17,5,Kim,4.59,3,8.047533274958749,content
17,6,Basinger,2.12,8,1.5229737905893086,content
17,7,from,6.63,4,7.777027954792069,function
17,8,1993,4.5,4,2.547258431569576,content
17,9,to,7.43,2,0.505788593436658,function
17,10,2002,4.57,4,2.1934529704921926,content
18,0,baldwin,3.79,7,27.7606084821056,content
18,1,a,7.36,1,6.8978856642503565,function
18,2,liberal,4.66,7,13.367471238236803,content
18,3,Democrat,4.24,8,7.731943734764289,content
18,4,has,6.37,3,5.596078810948206,function
18,5,always,5.76,6,5.286124798257218,content
18,6,had,6.33,3,5.097334626890889,function
18,7,an,6.53,2,3.7391724985540127,function
18,8,active,4.93,6,5.3875642933197225,content
18,9,interest,5.17,8,0.8509646530243495,content
18,10,in,7.27,2,0.03480378508980486,function
18,11,politics,4.87,8,4.373169342694671,content
18,12,and,7.41,3,2.896661136784872,function
18,13,is,7.07,2,4.9310865655384495,function
18,14,frequently,4.56,10,6.8753435542364665,content
18,15,rumored,3.39,7,11.490840579580455,content
18,16,to,7.43,2,0.10328865252458216,function
18,17,be,6.79,2,0.39131694102237263,function
18,18,a,7.36,1,2.182358025719731,function
18,19,candidate,4.66,9,1.229953877632876,content
18,20,for,7.01,3,0.1059303060418349,function
18,21,public,5.57,6,2.941745356812652,content
18,22,office,5.4,6,0.02927832648288454,content
19,0,in,7.27,2,8.825236070437956,function
19,1,particular,5.0,10,11.118895764351269,content
19,2,Baldwin,3.79,7,20.98670442293164,content
19,3,is,7.07,2,5.035343824352691,function
19,4,one,6.47,3,5.939845988660029,content
19,5,of,7.4,2,0.10848390444184589,function
19,6,the,7.73,3,0.5621438684713832,function
19,7,most,6.0,4,1.9343948155669402,function
19,8,frequent,4.27,8,8.701254465361561,content
19,9,hosts,4.23,5,8.27295437509765,content
19,10,of,7.4,2,1.228544995757008,function
19,11,Saturday,4.87,8,6.170902616302402,content
19,12,Night,5.61,5,0.07282158195893389,content
19,13,Live,5.54,4,0.08479707790381298,content
19,14,leading,5.0,7,12.06002885743118,content
19,15,the,7.73,3,2.9248387743022346,function
19,16,show,5.68,4,1.470872678406326,content
19,17,eleven,4.12,6,11.552831382118653,content
19,18,times,5.56,5,0.05798429470369766,content
19,19,and,7.41,3,3.7166303885401226,function
19,20,also,6.19,4,6.356875023916995,content
19,21,making,5.54,6,6.965511994292027,content
19,22,cameo,3.48,5,6.261071056357962,content
19,23,appearances,4.09,11,0.07145672764168663,content
19,24,regularly,4.52,9,12.736292157847881,content
20,0,he,6.69,2,16.196506044980005,function
20,1,played,5.23,6,10.363735078885952,content
20,2,William,4.88,7,15.959813889834159,content
20,3,Barrett,3.64,7,13.919752933577108,content
20,4,Travis,4.01,6,4.006860054968957,content
20,5,in,7.27,2,3.908238323658188,function
20,6,a,7.36,1,3.392587557090453,function
20,7,movie,5.16,5,2.4514544640105433,content
20,8,about,6.4,5,1.337733341136788,function
20,9,the,7.73,3,0.23722048584929611,function
20,10,Alamo,3.08,5,1.1848669058826822,content
20,11,called,5.59,6,10.369370606389424,content
20,12,Thirteen,3.89,8,10.2158024819198,content
20,13,Days,5.61,4,0.12803214046951616,content
20,14,of,7.4,2,4.933904329290185,function
20,15,Glory,4.36,5,0.14846092766960403,content
21,0,in,7.27,2,8.825236070437956,function
21,1,1998,4.54,4,18.17739396245059,content
21,2,he,6.69,2,7.957364834903189,function
21,3,began,5.07,5,6.199080253819765,content
21,4,narrating,2.92,9,12.986852993959303,content
21,5,the,7.73,3,2.3190195676789394,function
21,6,American,5.49,8,8.487104420229606,content
21,7,version,5.07,7,3.3165079357935743,content
21,8,of,7.4,2,0.09140121169694483,function
21,9,the,7.73,3,1.1151300047496235,function
21,10,childrens,3.04,9,7.372678856417917,content
21,11,series,5.35,6,4.530964112791901,content
21,12,Thomas,4.84,6,2.731821957308301,content
21,13,the,7.73,3,0.6192035844440424,function
21,14,Tank,4.57,4,0.18738128949046107,content
21,15,Engine,4.84,6,0.07682808979343388,content
21,16,and,7.41,3,0.9270442743212285,function
21,17,Friends,5.43,7,0.023752867875964225,content
22,0,he,6.69,2,16.196506044980005,function
22,1,is,7.07,2,3.6067376022224087,function
22,2,infamous,3.75,8,16.962937785452265,content
22,3,for,7.01,3,0.6681622296304599,function
22,4,his,6.51,3,1.1651453113429422,function
22,5,1994,4.51,4,17.01929306048699,content
22,6,appearance,4.69,10,8.182785935042089,content
22,7,on,6.91,2,0.7083153630927015,function
22,8,Saturday,4.87,8,4.277365375135638,content
22,9,Night,5.61,5,0.05529861362782404,content
22,10,Live,5.54,4,0.06476453873131302,content
22,11,as,6.77,2,4.795833905455109,function
22,12,he,6.69,2,7.0669514893545315,function
22,13,potrays,0.0,7,23.49451416197691,content
22,14,Mr,5.69,2,8.932311093003934,content
22,15,Armstrong,3.9,9,17.4475931507509,content
22,16,a,7.36,1,4.2125568088457035,function
22,17,scoutmaster,2.12,11,15.055311725526819,content
22,18,who,6.34,3,1.8498619030148526,function
22,19,is,7.07,2,2.1781313800921263,function
22,20,a,7.36,1,4.0181311099759025,function
22,21,pedophile,3.3,9,1.8928328002288306,content
22,22,he,6.69,2,5.59326104719647,function
22,23,rips,3.28,4,15.692126333419214,content
22,24,his,6.51,3,2.950198648067861,function
22,25,shirt,4.63,5,1.8569063123941931,content
22,26,and,7.41,3,4.0181311099759025,function
22,27,puts,4.53,4,7.855925339840684,content
22,28,his,6.51,3,2.1668603250851812,function
22,29,mouth,4.83,5,6.762633004167016,content
22,30,around,5.77,6,3.9589580711894405,content
22,31,Adam,4.57,4,13.570350228361812,content
22,32,Sandlers,1.03,8,3.9110120598513034,content
22,33,neck,4.63,4,2.503583093417664,content
23,0,rosemary,3.57,8,22.553381068897,content
23,1,Clooney,3.1,7,15.693050912150252,content
23,2,May,5.98,3,12.736292157847881,content
23,3,23,5.08,2,5.549585709044558,content
23,4,1928,3.96,4,3.2248425587449043,content
23,5,June,5.21,4,4.440795672736341,content
23,6,29,5.08,2,0.04333412457260016,content
23,7,2002,4.57,4,0.13890144400404567,content
23,8,was,6.82,3,1.1933229488603048,function
23,9,an,6.53,2,0.26328480055285647,function
23,10,American,5.49,8,0.12151606179362608,content
23,11,popular,5.07,7,5.8665841311148865,content
23,12,singer,4.52,6,0.33425722504971345,content
23,13,and,7.41,3,1.7836444548490504,function
23,14,actress,4.45,7,0.2655742336011422,content
24,0,in,7.27,2,8.825236070437956,function
24,1,1954,4.18,4,19.2115132593378,content
24,2,she,6.26,3,10.048145538691491,function
24,3,along,5.38,5,12.037486747417288,content
24,4,with,6.85,4,0.05934914902094491,function
24,5,Bing,3.63,4,16.264132375021674,content
24,6,Crosby,3.54,6,2.3584682602032467,content
24,7,Danny,4.25,5,12.341805232604804,content
24,8,Kaye,3.08,4,0.5454574237540701,content
24,9,and,7.41,3,0.5399539789264602,function
24,10,nVeraEllen,0.0,10,35.82857054426443,content
